"","pvalue","ARI","Gene","TruePvalue","Clustering","Thinning","GeneSymbol"
"444",5.39974176761274e-07,0.158017932571947,"ENSG00000188612",1.82954306535124e-84,"Univariate","Conditional","SUMO2"
"445",4.86892168456156e-05,0.104061537556882,"ENSG00000136810",2.96329641022816e-61,"Univariate","Conditional","TXN"
"446",1.18521192890116e-23,0.268861251631244,"ENSG00000189043",1.43645435834486e-98,"Univariate","Conditional","NDUFA4"
"447",4.3611319386462e-10,0.208569991020571,"ENSG00000165025",2.59189388703505e-78,"Univariate","Conditional","SYK"
"448",0.0176457123299515,0.0790456438801471,"ENSG00000164111",2.63788834124951e-60,"Univariate","Conditional","ANXA5"
"449",4.17335012908652e-23,0.314457974665217,"ENSG00000131174",4.41250503269457e-111,"Univariate","Conditional","COX7B"
"450",0.0177666088539987,0.0201795165708029,"ENSG00000196352",5.9486309335041e-11,"Univariate","Conditional","CD55"
"451",6.34410849305354e-21,0.275188971497917,"ENSG00000120742",1.70929066012022e-103,"Univariate","Conditional","SERP1"
"452",9.19290350918146e-32,0.339233867411454,"ENSG00000152795",2.5152016531069e-123,"Univariate","Conditional","HNRNPDL"
"453",1.99813166028265e-12,0.237859568476557,"ENSG00000120694",6.91593568219111e-130,"Univariate","Conditional","HSPH1"
"454",5.13430045249337e-15,0.251136880844892,"ENSG00000126777",1.13227540252183e-110,"Univariate","Conditional","KTN1"
"455",1.60733543685175e-12,0.1896764983271,"ENSG00000165502",1.73059359437727e-109,"Univariate","Conditional","RPL36AL"
"456",4.44217256241426e-32,0.294162637750568,"ENSG00000100504",5.35315390354888e-121,"Univariate","Conditional","PYGL"
"457",7.9122599834839e-35,0.38604484418163,"ENSG00000155368",2.50866481598711e-131,"Univariate","Conditional","DBI"
"458",3.89358863228494e-18,0.225068423272369,"ENSG00000234741",2.1395011045994e-95,"Univariate","Conditional","GAS5"
"459",0.138571281376148,0.00544049217704264,"ENSG00000005020",0.267005316942781,"Univariate","Conditional","SKAP2"
"460",1.09468239618966e-29,0.304776973716276,"ENSG00000118705",3.57447807323924e-125,"Univariate","Conditional","RPN2"
"461",1.97628846348238e-06,0.119275940434563,"ENSG00000198258",1.37621958272466e-80,"Univariate","Conditional","UBL5"
"462",9.26678127076757e-05,0.10796078625597,"ENSG00000108424",2.08405269831685e-64,"Univariate","Conditional","KPNB1"
"463",1.21522864530859e-23,0.358105830780243,"ENSG00000108953",6.03926205473701e-130,"Univariate","Conditional","YWHAE"
"464",0.430494972560624,0.00863358609007401,"ENSG00000109046",0.00031524403357954,"Univariate","Conditional","WSB1"
"465",0.000737062201712048,0.149807381056687,"ENSG00000166801",1.65000835737313e-72,"Univariate","Conditional","FAM111A"
"466",1.6845651316701e-11,0.197094346438323,"ENSG00000228253",5.70795767679999e-79,"Univariate","Conditional","ATP8"
"467",0.000302812764752343,0.0648501925956732,"ENSG00000142227",2.48800844515167e-38,"Univariate","Conditional","EMP3"
"468",0.406791136762327,0.0106524212731918,"ENSG00000119535",1.87792225311966e-05,"Univariate","Conditional","CSF3R"
"469",0.00374339704012108,0.112674060914355,"ENSG00000086061",9.91747932174897e-67,"Univariate","Conditional","DNAJA1"
"470",0.00883948537017177,0.0585332674556438,"ENSG00000142657",1.44908843591168e-05,"Univariate","Conditional","PGD"
"471",5.49048555309151e-11,0.212017040012506,"ENSG00000147274",6.45148187531602e-97,"Univariate","Conditional","RBMX"
"472",9.63960183392413e-11,0.168244514747362,"ENSG00000009307",1.26210623666835e-84,"Univariate","Conditional","CSDE1"
"473",2.07155704995057e-48,0.468179095753541,"ENSG00000125743",7.15493051318725e-156,"Univariate","Conditional","SNRPD2"
"474",1.05137458049919e-21,0.301226704831515,"ENSG00000135316",3.41084057741547e-125,"Univariate","Conditional","SYNCRIP"
"475",0.62467785089052,0.0341670436349811,"ENSG00000101596",9.32082503750317e-18,"Univariate","Conditional","SMCHD1"
"476",0.112645916221329,0.0519311553111511,"ENSG00000119314",0.53121738027106,"Univariate","Conditional","PTBP3"
"477",3.81751937508732e-17,0.25072400489141,"ENSG00000161547",1.70016904709983e-91,"Univariate","Conditional","SRSF2"
"478",2.45398347362994e-20,0.299976172000227,"ENSG00000133226",4.64163878042967e-115,"Univariate","Conditional","SRRM1"
"479",0.280474308351999,0.0454989782410074,"ENSG00000121552",9.22799853204845e-43,"Univariate","Conditional","CSTA"
"480",1.22709180958506e-20,0.257842588069192,"ENSG00000127540",1.13990907363904e-107,"Univariate","Conditional","UQCR11"
"481",4.92179969662862e-05,0.196642379603022,"ENSG00000176788",1.69470969135662e-63,"Univariate","Conditional","BASP1"
"482",0.84342607349015,0.0040057067547004,"ENSG00000105887",3.21952361007804e-26,"Univariate","Conditional","MTPN"
"483",0.290741560177394,0.108903935031848,"ENSG00000132002",1.21722412407797e-38,"Univariate","Conditional","DNAJB1"
"484",7.34581404294209e-14,0.305260859790668,"ENSG00000104408",9.63428169566268e-108,"Univariate","Conditional","EIF3E"
"485",0.00158894343951179,0.0663670162187054,"ENSG00000158869",9.36585002696227e-18,"Univariate","Conditional","FCER1G"
"486",6.39558201311249e-34,0.313269934788057,"ENSG00000060138",4.89637727160033e-153,"Univariate","Conditional","YBX3"
"487",5.10339523055464e-34,0.321501758561485,"ENSG00000132780",8.21705399960946e-152,"Univariate","Conditional","NASP"
"488",0.645756097295859,0.0177152380920687,"ENSG00000137076",1.01977001802466e-29,"Univariate","Conditional","TLN1"
"489",1.54788101229357e-05,0.152931651152512,"ENSG00000119707",7.77742662336684e-81,"Univariate","Conditional","RBM25"
"490",2.00181593442809e-19,0.225711597302288,"ENSG00000124766",8.07027534509839e-144,"Univariate","Conditional","SOX4"
"491",9.38082323662871e-09,0.155973486215169,"ENSG00000171530",8.2478031516086e-84,"Univariate","Conditional","TBCA"
"492",5.06837615619512e-15,0.202428561080247,"ENSG00000167460",9.32816312351627e-115,"Univariate","Conditional","TPM4"
"493",0.0498655112320292,0.0137319430299425,"ENSG00000003402",7.62224269783729e-08,"Univariate","Conditional","CFLAR"
"494",0.386517475535635,0.0394373303211959,"ENSG00000183688",2.04586001750744e-14,"Univariate","Conditional","RFLNB"
"495",0.411364133172413,-0.00354370063466905,"ENSG00000188404",0.346049529080427,"Univariate","Conditional","SELL"
"496",0.835813384127314,-3.68810142019496e-05,"ENSG00000116489",6.24374939048193e-11,"Univariate","Conditional","CAPZA1"
"497",2.4445960411608e-18,0.25377092415464,"ENSG00000057608",4.5895397853919e-112,"Univariate","Conditional","GDI2"
"498",5.44425290385458e-46,0.419720800215875,"ENSG00000164405",3.595160004866e-147,"Univariate","Conditional","UQCRQ"
"499",5.25039613337467e-15,0.230506175604281,"ENSG00000105810",1.75459493114349e-117,"Univariate","Conditional","CDK6"
"500",1.96995298478905e-38,0.34170046051595,"ENSG00000130816",2.5384187415891e-155,"Univariate","Conditional","DNMT1"
"501",2.27885111294555e-68,0.765333952550641,"ENSG00000143546",5.79017996876443e-106,"Multivariate","Conditional","S100A8"
"502",1.60440945288055e-21,0.765333952550641,"ENSG00000090382",2.52004450165834e-75,"Multivariate","Conditional","LYZ"
"503",1.44427718231439e-58,0.765333952550641,"ENSG00000163220",8.4173355468323e-77,"Multivariate","Conditional","S100A9"
"504",5.92860181592336e-10,0.765333952550641,"ENSG00000251562",3.70915351226779e-12,"Multivariate","Conditional","MALAT1"
"505",1.56922778828248e-49,0.765333952550641,"ENSG00000210082",4.87709176603112e-83,"Multivariate","Conditional",NA
"506",2.14101071577406e-79,0.765333952550641,"ENSG00000122862",7.99546632163327e-121,"Multivariate","Conditional","SRGN"
"507",2.18885054955526e-41,0.765333952550641,"ENSG00000198804",1.02155630531453e-65,"Multivariate","Conditional","COX1"
"508",1.10290555915165e-63,0.765333952550641,"ENSG00000196415",1.20723547978499e-111,"Multivariate","Conditional","PRTN3"
"509",2.04781161609284e-42,0.765333952550641,"ENSG00000198938",9.95125048241138e-71,"Multivariate","Conditional","COX3"
"510",5.54992616104047e-55,0.765333952550641,"ENSG00000198712",6.3962620485609e-85,"Multivariate","Conditional","COX2"
"511",3.63407770920683e-73,0.765333952550641,"ENSG00000005381",8.33458014390925e-117,"Multivariate","Conditional","MPO"
"512",6.87765645818017e-136,0.765333952550641,"ENSG00000137818",2.07450375267133e-162,"Multivariate","Conditional","RPLP1"
"513",0.609042435994069,0.765333952550641,"ENSG00000239839",0.38427296511283,"Multivariate","Conditional","DEFA3"
"514",4.20057130860261e-30,0.765333952550641,"ENSG00000163221",1.12230403157433e-71,"Multivariate","Conditional","S100A12"
"515",2.19492208123631e-05,0.765333952550641,"ENSG00000075624",0.0273659334751053,"Multivariate","Conditional","ACTB"
"516",3.6799436486748e-40,0.765333952550641,"ENSG00000211459",9.17392467666307e-71,"Multivariate","Conditional",NA
"517",5.31699334748188e-95,0.765333952550641,"ENSG00000012223",4.32753734014545e-153,"Multivariate","Conditional","LTF"
"518",9.91089062212783e-141,0.765333952550641,"ENSG00000187514",3.41880161333847e-166,"Multivariate","Conditional","PTMA"
"519",2.68187213816701e-107,0.765333952550641,"ENSG00000156508",5.98500525174245e-148,"Multivariate","Conditional","EEF1A1"
"520",2.66075570109143e-48,0.765333952550641,"ENSG00000198886",5.608215587023e-69,"Multivariate","Conditional","ND4"
"521",7.23287424973067e-119,0.765333952550641,"ENSG00000229117",1.02089296448888e-161,"Multivariate","Conditional","RPL41"
"522",2.80663962709794e-45,0.765333952550641,"ENSG00000198899",1.36097324257398e-91,"Multivariate","Conditional","ATP6"
"523",1.15496597901782e-138,0.765333952550641,"ENSG00000167526",5.90020929494596e-166,"Multivariate","Conditional","RPL13"
"524",1.13148347419351e-140,0.765333952550641,"ENSG00000142937",9.0654117585265e-166,"Multivariate","Conditional","RPS8"
"525",2.83217531713438e-43,0.765333952550641,"ENSG00000198840",2.45160580673997e-65,"Multivariate","Conditional","ND3"
"526",8.24387771710215e-127,0.765333952550641,"ENSG00000112306",3.69315951802427e-164,"Multivariate","Conditional","RPS12"
"527",1.27276986444886e-79,0.765333952550641,"ENSG00000197561",5.14641140342655e-123,"Multivariate","Conditional","ELANE"
"528",1.04197872063385e-129,0.765333952550641,"ENSG00000231500",6.9307449986946e-165,"Multivariate","Conditional","RPS18"
"529",3.53701540004169e-74,0.765333952550641,"ENSG00000133112",7.96020376613764e-94,"Multivariate","Conditional","TPT1"
"530",1.60040472109684e-67,0.765333952550641,"ENSG00000197061",3.96880935669756e-120,"Multivariate","Conditional","H4C3"
"531",6.42005492892947e-128,0.765333952550641,"ENSG00000137154",5.86903248256141e-166,"Multivariate","Conditional","RPS6"
"532",6.15880296044594e-82,0.765333952550641,"ENSG00000102837",6.34391425613175e-146,"Multivariate","Conditional","OLFM4"
"533",1.71588806791911e-123,0.765333952550641,"ENSG00000197756",6.58327000208624e-162,"Multivariate","Conditional","RPL37A"
"534",5.27652584032233e-55,0.765333952550641,"ENSG00000198888",1.97545625975355e-82,"Multivariate","Conditional","ND1"
"535",6.45598767837586e-21,0.765333952550641,"ENSG00000245532",3.99898784155317e-38,"Multivariate","Conditional","NEAT1"
"536",5.37928208182189e-90,0.765333952550641,"ENSG00000172232",3.20782098551855e-138,"Multivariate","Conditional","AZU1"
"537",6.13906770461722e-122,0.765333952550641,"ENSG00000108107",1.40265789376945e-162,"Multivariate","Conditional","RPL28"
"538",4.80841432547897e-119,0.765333952550641,"ENSG00000140988",1.20909389137118e-162,"Multivariate","Conditional","RPS2"
"539",8.90622937622364e-111,0.765333952550641,"ENSG00000213741",2.66881875025134e-158,"Multivariate","Conditional","RPS29"
"540",6.44802328590138e-128,0.765333952550641,"ENSG00000145592",4.7933032107241e-158,"Multivariate","Conditional","RPL37"
"541",2.38904489301093e-114,0.765333952550641,"ENSG00000198918",1.86711138551233e-159,"Multivariate","Conditional","RPL39"
"542",2.46051549136561e-28,0.765333952550641,"ENSG00000170345",7.53056488191144e-59,"Multivariate","Conditional","FOS"
"543",2.55993174445886e-62,0.765333952550641,"ENSG00000198763",4.25656842121685e-101,"Multivariate","Conditional","ND2"
"544",1.48068013820536e-126,0.765333952550641,"ENSG00000164587",1.05793016435503e-159,"Multivariate","Conditional","RPS14"
"545",3.82442734802707e-75,0.765333952550641,"ENSG00000087086",1.70523869256285e-129,"Multivariate","Conditional","FTL"
"546",2.50866730811789e-108,0.765333952550641,"ENSG00000142541",1.33799776713978e-158,"Multivariate","Conditional","RPL13A"
"547",1.32434575498053e-141,0.765333952550641,"ENSG00000105372",2.9360652093821e-166,"Multivariate","Conditional","RPS19"
"548",5.93265899227367e-51,0.765333952550641,"ENSG00000198727",1.00736503396197e-74,"Multivariate","Conditional","CYTB"
"549",2.06592244606665e-121,0.765333952550641,"ENSG00000186468",5.93738495778391e-157,"Multivariate","Conditional","RPS23"
"550",8.89182945948683e-121,0.765333952550641,"ENSG00000177600",6.76256887845491e-162,"Multivariate","Conditional","RPLP2"
"551",5.8981255472477e-125,0.765333952550641,"ENSG00000138326",6.09512618030956e-163,"Multivariate","Conditional","RPS24"
"552",3.93105596211841e-11,0.765333952550641,"ENSG00000205542",3.41293614305953e-18,"Multivariate","Conditional","TMSB4X"
"553",4.56940805928609e-117,0.765333952550641,"ENSG00000147403",5.98414510557238e-160,"Multivariate","Conditional","RPL10"
"554",6.13421452731455e-128,0.765333952550641,"ENSG00000034510",1.16392333549177e-164,"Multivariate","Conditional","TMSB10"
"555",1.04571282989258e-135,0.765333952550641,"ENSG00000144713",3.79530358816637e-165,"Multivariate","Conditional","RPL32"
"556",3.6246815964887e-124,0.765333952550641,"ENSG00000108298",1.63628385507489e-164,"Multivariate","Conditional","RPL19"
"557",1.41752449317565e-122,0.765333952550641,"ENSG00000233927",4.33593304153575e-163,"Multivariate","Conditional","RPS28"
"558",2.96137979880671e-132,0.765333952550641,"ENSG00000149273",4.00083110148247e-164,"Multivariate","Conditional","RPS3"
"559",4.17996391924508e-98,0.765333952550641,"ENSG00000177954",5.99900496600888e-146,"Multivariate","Conditional","RPS27"
"560",1.59646218927035e-113,0.765333952550641,"ENSG00000109475",8.72405360954178e-161,"Multivariate","Conditional","RPL34"
"561",3.93995542441723e-111,0.765333952550641,"ENSG00000142534",1.52529261287685e-153,"Multivariate","Conditional","RPS11"
"562",1.79314195493684e-07,0.765333952550641,"ENSG00000244734",3.02886566775061e-12,"Multivariate","Conditional","HBB"
"563",1.83279906615672e-115,0.765333952550641,"ENSG00000142676",9.30237668420522e-158,"Multivariate","Conditional","RPL11"
"564",2.77856180113185e-111,0.765333952550641,"ENSG00000145425",4.77431132771697e-158,"Multivariate","Conditional","RPS3A"
"565",8.256162123338e-36,0.765333952550641,"ENSG00000166710",6.15298035786161e-44,"Multivariate","Conditional","B2M"
"566",4.70300494461395e-43,0.765333952550641,"ENSG00000100985",2.41134586590113e-85,"Multivariate","Conditional","MMP9"
"567",2.11629207130304e-106,0.765333952550641,"ENSG00000124882",1.22369999930972e-164,"Multivariate","Conditional","EREG"
"568",2.30412521856462e-101,0.765333952550641,"ENSG00000148346",1.56723277940599e-156,"Multivariate","Conditional","LCN2"
"569",1.52154418390128e-140,0.765333952550641,"ENSG00000171858",1.17369390932754e-165,"Multivariate","Conditional","RPS21"
"570",1.69793831689721e-85,0.765333952550641,"ENSG00000111640",2.61705680547858e-120,"Multivariate","Conditional","GAPDH"
"571",4.24313450679123e-125,0.765333952550641,"ENSG00000197958",1.10331586012665e-161,"Multivariate","Conditional","RPL12"
"572",1.57696440490437e-76,0.765333952550641,"ENSG00000019582",4.38852998849237e-142,"Multivariate","Conditional","CD74"
"573",1.14485245315333e-134,0.765333952550641,"ENSG00000105640",1.03878989236696e-165,"Multivariate","Conditional","RPL18A"
"574",6.44764966899007e-05,0.765333952550641,"ENSG00000026025",2.72898974290519e-10,"Multivariate","Conditional","VIM"
"575",1.71191771331377e-146,0.765333952550641,"ENSG00000089157",2.37909641878652e-170,"Multivariate","Conditional","RPLP0"
"576",5.81882385083215e-114,0.765333952550641,"ENSG00000143947",3.8182529224173e-158,"Multivariate","Conditional","RPS27A"
"577",1.40924157123138e-117,0.765333952550641,"ENSG00000118113",9.63349286443801e-163,"Multivariate","Conditional","MMP8"
"578",1.76574329251771e-91,0.765333952550641,"ENSG00000166441",7.23081248451351e-149,"Multivariate","Conditional","RPL27A"
"579",4.1923940642285e-116,0.765333952550641,"ENSG00000156482",2.21977740849627e-150,"Multivariate","Conditional","RPL30"
"580",4.76325556628687e-128,0.765333952550641,"ENSG00000130255",2.69423451511847e-163,"Multivariate","Conditional","RPL36"
"581",4.47446020287853e-99,0.765333952550641,"ENSG00000122026",7.96231563787301e-145,"Multivariate","Conditional","RPL21"
"582",7.73341113926823e-102,0.765333952550641,"ENSG00000134419",5.24421641087418e-142,"Multivariate","Conditional","RPS15A"
"583",7.20262761122718e-89,0.765333952550641,"ENSG00000080824",4.94195439955273e-143,"Multivariate","Conditional","HSP90AA1"
"584",1.37910415913909e-87,0.765333952550641,"ENSG00000008988",4.41255823742988e-137,"Multivariate","Conditional","RPS20"
"585",4.04371235196398e-15,0.765333952550641,"ENSG00000257764",6.5816942043422e-46,"Multivariate","Conditional",NA
"586",4.01495411362644e-125,0.765333952550641,"ENSG00000115268",2.66194908401422e-159,"Multivariate","Conditional","RPS15"
"587",1.28074155607124e-117,0.765333952550641,"ENSG00000100316",7.02351603184253e-164,"Multivariate","Conditional","RPL3"
"588",4.04991761225847e-124,0.765333952550641,"ENSG00000148303",1.07316520231946e-161,"Multivariate","Conditional","RPL7A"
"589",1.9068671737385e-122,0.765333952550641,"ENSG00000110700",2.81220247035214e-162,"Multivariate","Conditional","RPS13"
"590",1.17260679966958e-121,0.765333952550641,"ENSG00000163682",5.29891005837664e-164,"Multivariate","Conditional","RPL9"
"591",6.71799632937089e-90,0.765333952550641,"ENSG00000125691",6.17746279020559e-137,"Multivariate","Conditional","RPL23"
"592",3.92023945669748e-68,0.765333952550641,"ENSG00000198786",4.84101107213866e-97,"Multivariate","Conditional","ND5"
"593",7.67973117631783e-127,0.765333952550641,"ENSG00000161016",8.78388974039035e-163,"Multivariate","Conditional","RPL8"
"594",7.68935490895208e-117,0.765333952550641,"ENSG00000089009",2.11184421242009e-154,"Multivariate","Conditional","RPL6"
"595",2.45659313722873e-116,0.765333952550641,"ENSG00000171863",1.33707208440246e-156,"Multivariate","Conditional","RPS7"
"596",6.52348142115147e-133,0.765333952550641,"ENSG00000136942",4.17924101653229e-165,"Multivariate","Conditional","RPL35"
"597",5.0830536259914e-126,0.765333952550641,"ENSG00000182899",1.25286815524286e-153,"Multivariate","Conditional","RPL35A"
"598",2.26831576975684e-104,0.765333952550641,"ENSG00000161970",6.62475132200503e-150,"Multivariate","Conditional","RPL26"
"599",0.59336398707853,0.765333952550641,"ENSG00000197956",0.839325335072944,"Multivariate","Conditional","S100A6"
"600",2.23454398197379e-122,0.765333952550641,"ENSG00000105193",2.96996037087704e-163,"Multivariate","Conditional","RPS16"
"601",2.61925158942989e-107,0.765333952550641,"ENSG00000122406",2.22354405931119e-151,"Multivariate","Conditional","RPL5"
"602",2.04884250337398e-119,0.765333952550641,"ENSG00000198034",1.26807934543529e-162,"Multivariate","Conditional","RPS4X"
"603",2.91436786885224e-118,0.765333952550641,"ENSG00000174748",6.95143049499685e-155,"Multivariate","Conditional","RPL15"
"604",2.82508740694951e-132,0.765333952550641,"ENSG00000063177",2.4645152809255e-162,"Multivariate","Conditional","RPL18"
"605",1.60216190408486e-112,0.765333952550641,"ENSG00000172809",2.97647576599662e-151,"Multivariate","Conditional","RPL38"
"606",2.74870334010813e-124,0.765333952550641,"ENSG00000162244",1.18558902592135e-158,"Multivariate","Conditional","RPL29"
"607",4.63329044707095e-124,0.765333952550641,"ENSG00000198242",1.42594703197782e-158,"Multivariate","Conditional","RPL23A"
"608",1.39719082990137e-115,0.765333952550641,"ENSG00000170889",2.08059648676668e-155,"Multivariate","Conditional","RPS9"
"609",3.56379219972801e-78,0.765333952550641,"ENSG00000189403",1.52010842361668e-147,"Multivariate","Conditional","HMGB1"
"610",8.26706669891904e-14,0.765333952550641,"ENSG00000196154",1.91881194599733e-27,"Multivariate","Conditional","S100A4"
"611",4.33962120255519e-69,0.765333952550641,"ENSG00000070756",6.12734410028197e-114,"Multivariate","Conditional","PABPC1"
"612",1.98902332608128e-108,0.765333952550641,"ENSG00000166598",7.77243711774073e-157,"Multivariate","Conditional","HSP90B1"
"613",2.64658603811581e-57,0.765333952550641,"ENSG00000164047",3.52995601827047e-131,"Multivariate","Conditional","CAMP"
"614",9.52426320574075e-22,0.765333952550641,"ENSG00000104918",2.18239616098588e-30,"Multivariate","Conditional","RETN"
"615",6.18783348992939e-107,0.765333952550641,"ENSG00000179218",1.4483437485065e-157,"Multivariate","Conditional","CALR"
"616",1.28968948532099e-23,0.765333952550641,"ENSG00000184009",1.76638423169744e-21,"Multivariate","Conditional","ACTG1"
"617",2.99480842553092e-09,0.765333952550641,"ENSG00000164104",1.26873243401205e-15,"Multivariate","Conditional","HMGB2"
"618",6.91497599632266e-45,0.765333952550641,"ENSG00000122566",3.35305008731159e-78,"Multivariate","Conditional","HNRNPA2B1"
"619",6.57184622469405e-131,0.765333952550641,"ENSG00000168028",3.40360350717861e-167,"Multivariate","Conditional","RPSA"
"620",1.62602540769294e-107,0.765333952550641,"ENSG00000188846",1.04448133595674e-152,"Multivariate","Conditional","RPL14"
"621",1.25003562333046e-96,0.765333952550641,"ENSG00000123416",1.75128433273283e-152,"Multivariate","Conditional","TUBA1B"
"622",6.65993724309575e-116,0.765333952550641,"ENSG00000221983",7.60895126222098e-144,"Multivariate","Conditional","UBA52"
"623",2.19112522657913e-99,0.765333952550641,"ENSG00000147604",3.14153648507137e-156,"Multivariate","Conditional","RPL7"
"624",1.84715966255538e-38,0.765333952550641,"ENSG00000115590",4.5306796874441e-58,"Multivariate","Conditional","IL1R2"
"625",5.45095958812081e-13,0.765333952550641,"ENSG00000067082",5.69612026201504e-44,"Multivariate","Conditional","KLF6"
"626",0.00126279710666981,0.765333952550641,"ENSG00000164821",9.44327585657184e-06,"Multivariate","Conditional","DEFA4"
"627",8.20126916459977e-05,0.765333952550641,"ENSG00000135046",2.46628029191558e-07,"Multivariate","Conditional","ANXA1"
"628",3.39297492894879e-55,0.765333952550641,"ENSG00000153187",2.23774056124666e-86,"Multivariate","Conditional","HNRNPU"
"629",9.05676979172656e-61,0.765333952550641,"ENSG00000198830",6.46368320929824e-103,"Multivariate","Conditional","HMGN2"
"630",2.79364825234319e-113,0.765333952550641,"ENSG00000118181",3.54098409852453e-153,"Multivariate","Conditional","RPS25"
"631",1.26117887206763e-103,0.765333952550641,"ENSG00000198755",3.21077253224051e-166,"Multivariate","Conditional","RPL10A"
"632",4.46474749870029e-117,0.765333952550641,"ENSG00000204628",4.15493579822373e-152,"Multivariate","Conditional","RACK1"
"633",1.66571561550046e-59,0.765333952550641,"ENSG00000104904",1.09750091812029e-90,"Multivariate","Conditional","OAZ1"
"634",1.04914710352242e-55,0.765333952550641,"ENSG00000100097",2.85713241841873e-94,"Multivariate","Conditional","LGALS1"
"635",3.94305862266804e-14,0.765333952550641,"ENSG00000163563",7.92310400605744e-29,"Multivariate","Conditional","MNDA"
"636",4.22072801970936e-87,0.765333952550641,"ENSG00000131469",6.22209491397544e-123,"Multivariate","Conditional","RPL27"
"637",2.93153389819882e-107,0.765333952550641,"ENSG00000149806",2.42112039298291e-146,"Multivariate","Conditional","FAU"
"638",1.15533275340439e-36,0.765333952550641,"ENSG00000130066",5.46591494817958e-63,"Multivariate","Conditional","SAT1"
"639",8.94667626010897e-24,0.765333952550641,"ENSG00000108518",3.49099557309675e-38,"Multivariate","Conditional","PFN1"
"640",4.29217254315649e-103,0.765333952550641,"ENSG00000074800",2.19350983000275e-153,"Multivariate","Conditional","ENO1"
"641",6.90476367836219e-52,0.765333952550641,"ENSG00000148773",1.15150522248999e-91,"Multivariate","Conditional","MKI67"
"642",4.43760353226719e-134,0.765333952550641,"ENSG00000083845",4.3564971378258e-169,"Multivariate","Conditional","RPS5"
"643",1.24304099258829e-55,0.765333952550641,"ENSG00000100448",6.37642490937781e-93,"Multivariate","Conditional","CTSG"
"644",2.92031423873812e-102,0.765333952550641,"ENSG00000071082",6.67658022035863e-150,"Multivariate","Conditional","RPL31"
"645",4.75255223871573e-29,0.765333952550641,"ENSG00000120129",7.37792177951386e-56,"Multivariate","Conditional","DUSP1"
"646",5.22489039548621e-110,0.765333952550641,"ENSG00000114391",5.94919674302916e-151,"Multivariate","Conditional","RPL24"
"647",1.78789505007532e-37,0.765333952550641,"ENSG00000172757",7.63711903497341e-56,"Multivariate","Conditional","CFL1"
"648",6.10869507981221e-07,0.765333952550641,"ENSG00000138071",4.5962399254489e-12,"Multivariate","Conditional","ACTR2"
"649",2.57208206534464e-61,0.765333952550641,"ENSG00000177606",8.08687042036507e-109,"Multivariate","Conditional","JUN"
"650",3.02894228660037e-59,0.765333952550641,"ENSG00000109321",4.39841839169196e-100,"Multivariate","Conditional","AREG"
"651",4.59920509779232e-29,0.765333952550641,"ENSG00000038427",1.84740615620185e-71,"Multivariate","Conditional","VCAN"
"652",7.90700562197845e-77,0.765333952550641,"ENSG00000044574",1.60648129496968e-129,"Multivariate","Conditional","HSPA5"
"653",3.73462518644121e-128,0.765333952550641,"ENSG00000174444",8.28720123542614e-162,"Multivariate","Conditional","RPL4"
"654",4.59305762113085e-18,0.765333952550641,"ENSG00000234745",8.91102577101796e-36,"Multivariate","Conditional","HLA-B"
"655",6.56669917162029e-11,0.765333952550641,"ENSG00000185201",9.13654380470357e-53,"Multivariate","Conditional","IFITM2"
"656",2.04157930267785e-55,0.765333952550641,"ENSG00000096060",2.5480568125787e-98,"Multivariate","Conditional","FKBP5"
"657",3.6652714654568e-131,0.765333952550641,"ENSG00000196262",8.3254515847362e-162,"Multivariate","Conditional","PPIA"
"658",3.46086702311229e-124,0.765333952550641,"ENSG00000065978",7.22685566931569e-157,"Multivariate","Conditional","YBX1"
"659",2.91190588391183e-83,0.765333952550641,"ENSG00000196230",2.33100510829081e-137,"Multivariate","Conditional","TUBB"
"660",7.98900291331762e-16,0.765333952550641,"ENSG00000169429",4.10916219673496e-37,"Multivariate","Conditional","CXCL8"
"661",1.23947812778617e-40,0.765333952550641,"ENSG00000131747",1.85469117672996e-88,"Multivariate","Conditional","TOP2A"
"662",0.000968897767847376,0.765333952550641,"ENSG00000136167",4.61278089921481e-06,"Multivariate","Conditional","LCP1"
"663",2.37949252988585e-95,0.765333952550641,"ENSG00000169385",8.43589136853058e-129,"Multivariate","Conditional","RNASE2"
"664",2.53303213745478e-97,0.765333952550641,"ENSG00000140264",1.03299787562913e-138,"Multivariate","Conditional","SERF2"
"665",6.81296923572437e-133,0.765333952550641,"ENSG00000096384",1.16000476407486e-164,"Multivariate","Conditional","HSP90AB1"
"666",2.05237183372248e-123,0.765333952550641,"ENSG00000114942",1.72298601271784e-164,"Multivariate","Conditional","EEF1B2"
"667",7.94894674940111e-28,0.765333952550641,"ENSG00000021355",1.06860384244268e-42,"Multivariate","Conditional","SERPINB1"
"668",3.8403537070559e-35,0.765333952550641,"ENSG00000143549",1.56873146878464e-44,"Multivariate","Conditional","TPM3"
"669",2.17782653449538e-95,0.765333952550641,"ENSG00000152518",1.07440797293285e-137,"Multivariate","Conditional","ZFP36L2"
"670",5.33259456530741e-104,0.765333952550641,"ENSG00000196531",4.18381704132562e-142,"Multivariate","Conditional","NACA"
"671",1.27902044919824e-83,0.765333952550641,"ENSG00000175061",1.11048736631877e-120,"Multivariate","Conditional","SNHG29"
"672",3.73817774627408e-106,0.765333952550641,"ENSG00000008438",3.42397999279632e-163,"Multivariate","Conditional","PGLYRP1"
